target,Original-1-thread,ABC-1-thread,Original-12-threads,ABC-12-threads
Obsequi,1.035279196978081,23.716181819996564,0.37053757699322887,22.35007174301427
clamscan,14.720181846991181,362.0101010949875,5.195731990999775,343.68644410799607
sqlite3,11.285992977005662,-1,10.93587973000831,285.54927980998764
aha,0.327372216997901,2.5129874859994743,0.29825210600392893,2.46638099901611
kc,8.810655712994048,731.2719768710085,3.2252648579888046,718.6374035920016
burg,1.2551676949951798,27.08249511901522,0.4449774500099011,25.842779385013273
treecc,1.6754688950022683,59.61761129598017,0.5362249499885365,56.95894697200856
sgefa,0.5573771680064965,7.233562139008427,0.4129597110149916,7.0850981890107505
SIBsim4,1.120805891987402,-1,0.801720165007282,-1
SPASS,9.761392487009289,362.44022357300855,1.8659763570176437,350.95778006798355
ldecod,5.118290590995457,213.60835083998973,1.5557627030066215,211.3311961699801
hbd,1.2703456739836838,38.78943888199865,0.4489912200078834,36.68431779599632
lambda,0.7381119049969129,33.04809737499454,0.5321982650202699,32.67831708100857
siod,1.7463761340186466,50.97685000000638,1.048503060999792,49.89846062101424
lemon,0.9992943379911594,34.69191420101561,0.9889044070150703,34.7929837529955
viterbi,0.386232201999519,3.1454849280125927,0.2889116379956249,2.646900111983996
make_dparser,2.206528590002563,-1,0.7854554360092152,85.11221352798748
oggenc,3.880029716005083,134.90545891001238,3.895081927999854,130.3589718400035
lua,2.818665759987198,83.94782420899719,0.7560917200171389,80.9380009919987
spiff,0.8575988659868017,14.29061287001241,0.34379845700459555,14.348617515002843
hexxagon,0.7956712240120396,13.350151315011317,0.4466969149943907,12.698674740997376
lencod,11.742567208013497,489.49920340502285,2.81626647702069,472.82124336998095
