target,Original-1-thread,ABC-1-thread,Original-12-threads,ABC-12-threads
Obsequi,1.0136818079918157,22.83186532999389,0.38769085198873654,21.595921085012378
clamscan,14.604536852973979,365.8646856159903,5.380275150993839,344.2713962859998
sqlite3,11.240119327005232,280.0791949900158,10.910906414006604,287.9219135569874
aha,0.3272276580100879,2.608875276026083,0.2970364019856788,2.5656950179836713
kc,8.720879689004505,741.6437822089938,3.1250897069985513,718.9052250999957
burg,1.217137438012287,27.154787923005642,0.44796259797294624,25.647748804010917
treecc,1.6743758970114868,58.10860944999149,0.5182287459902,56.81298767600674
sgefa,0.5565970090101473,6.938510797015624,0.37998154101660475,7.210469480982283
SIBsim4,1.1204501430038363,29.77112408602261,0.8152276779874228,-1
SPASS,9.616436418000376,361.0190907040087,1.913021826010663,349.32693132499116
ldecod,5.114055847981945,214.98952680898947,1.550098726991564,214.58580872099265
hbd,1.26905719799106,37.975092870008666,0.4412561019998975,35.912666739022825
lambda,0.698366830998566,34.48731790200691,0.5509224869892932,32.77378547398257
siod,1.7360975350020453,50.45652353999321,1.0116778169758618,50.40236385798198
lemon,1.000342459010426,-1,0.975854738993803,34.156617194006685
viterbi,0.41813243500655517,3.0075376339955255,0.2793931610067375,3.0234735120029654
make_dparser,2.207180437981151,-1,0.7983355320175178,-1
oggenc,3.7874000939773396,131.03332471702015,3.760227754013613,130.74204367099446
lua,2.828447097010212,84.23588350199861,0.7690554319997318,80.88833041800535
spiff,0.8573507569963112,14.800083387992345,0.3726586159900762,14.18916489201365
hexxagon,0.8102338739845436,13.444138304999797,0.44065011001657695,12.84985098199104
lencod,11.747581631992944,487.69541062699864,2.8043287899927236,467.17680925200693
