target,Original-1-thread,ABC-1-thread,Original-12-threads,ABC-12-threads
Obsequi,1.033337134984322,22.980863996985136,0.36928070199792273,22.374945927003864
clamscan,14.604903325001942,364.6181441730005,5.3638842279906385,342.3953216090158
sqlite3,11.310782877990277,-1,10.86261783199734,264.35644008099916
aha,0.32634513499215245,2.5074900169856846,0.3278934220143128,2.4610984590253793
kc,8.745197542011738,734.8618371720077,3.2448567919782363,725.3499156330072
burg,1.218366336019244,26.229079725017073,0.458479218010325,25.504858920990955
treecc,1.675699640007224,58.65995717901387,0.5323115740029607,56.594647329999134
sgefa,0.5564953510183841,7.576519537018612,0.38559098000405356,7.097319182998035
SIBsim4,1.1199844630027656,27.2678334210068,0.806663341994863,25.949478727998212
SPASS,9.703462242003297,361.4779151600087,1.8742379560135305,348.6355280280113
ldecod,5.115247658017324,215.76447730397922,1.5730881080089603,207.46699976202217
hbd,1.2691449050034862,37.66677728598006,0.46041461802087724,37.136680797004374
lambda,0.6990886100102216,32.488041017000796,0.5542240699869581,32.26496812701225
siod,1.745071815996198,50.63114763901103,1.0077427189971786,50.50300529002561
lemon,0.998302950989455,-1,1.0051810489967465,36.24264172400581
viterbi,0.38583271400420927,3.1530462130031083,0.30770702500012703,2.8759669229912106
make_dparser,2.2205546099867206,-1,0.7612168850027956,84.38950677600224
oggenc,3.7938188170082867,130.4468434480077,3.76604772900464,129.17304658601643
lua,2.8136414519976825,84.52915569601464,0.7364661379833706,81.43712479501846
spiff,0.857361963018775,14.741800745978253,0.37666500397608615,13.787662123999326
hexxagon,0.7954175529885106,13.407866366003873,0.4374466049775947,12.464199467998696
lencod,11.738402040005894,480.7270752589975,2.825139141001273,467.83092293699156
