target,Original-1-thread,ABC-1-thread,Original-12-threads,ABC-12-threads
Obsequi,1.0139894899912179,22.209315549989697,0.3799127620004583,23.197955684008775
clamscan,14.628712963982252,356.87999374998617,5.460085320984945,342.90392801500275
sqlite3,11.314070660999278,282.49083094400703,10.875409063999541,-1
aha,0.33918356799404137,2.49649353598943,0.30281224599457346,2.4320580060011707
kc,8.857252785004675,728.0210568719776,3.0970182759920135,718.5247746079986
burg,1.2182632040057797,27.07975423897733,0.4859587310056668,26.001021446980303
treecc,1.674825702997623,59.2418075799942,0.5314252829994075,56.04486494397861
sgefa,0.5572297280014027,7.596250819973648,0.38927696002065204,6.732658734981669
SIBsim4,1.1197945259918924,28.623703931982163,0.8266095099970698,28.82747938099783
SPASS,9.620761942001991,365.93212647602195,1.8638086989813019,351.626745726011
ldecod,5.116922686982434,210.47668260600767,1.5831380180025008,207.81370431100368
hbd,1.2706126520060934,38.19628270302201,0.46014208800625056,36.39702182399924
lambda,0.6974450630077627,32.21353053499479,0.5611126990115736,31.872381791996304
siod,1.7708674299938139,50.99478253099369,1.049167932011187,49.83845485598431
lemon,1.0343299800006207,-1,0.992832832998829,-1
viterbi,0.3848243400279898,3.167112064023968,0.2740910080028698,3.023322374006966
make_dparser,2.2911424670019187,-1,0.719292174995644,83.35124009900028
oggenc,3.7920402699965052,133.50218478799798,3.7674295110045932,129.21030453999992
lua,2.8179726150119677,83.87095708298148,0.7622397330123931,81.36422861300525
spiff,0.8568763179937378,14.883933275996242,0.35549128500861116,14.11048916602158
hexxagon,0.7949291939730756,13.147390025027562,0.4707899549975991,12.392790794023313
lencod,11.863888483989285,490.38728040701244,2.8711986419802997,473.04662993599777
