target,Original-1-thread,ABC-1-thread,Original-12-threads,ABC-12-threads
Obsequi,1.0137734320014715,22.86050150898518,0.3809731540095527,22.333290540002054
clamscan,14.683901301992591,364.7314903070219,5.33780993099208,343.42367710502003
sqlite3,11.256615300982958,288.2012477160024,10.861811695998767,279.204421818984
aha,0.3554151910066139,2.619423388998257,0.30734953001956455,2.6535549759864807
kc,8.722908361000009,731.0356494070147,3.2198727119830437,721.3569611399726
burg,1.2188097159960307,26.817506418010453,0.45614725700579584,25.901972544990713
treecc,1.6752031210053246,58.66940439501195,0.5478368129988667,-1
sgefa,0.5566346760024317,7.236661033006385,0.36583541802247055,6.573535953997634
SIBsim4,1.1199116630014032,-1,0.8034569600131363,-1
SPASS,9.61644865598646,359.6007964669843,1.9183647920144722,349.05814603500767
ldecod,5.11356915399665,219.93024542200146,1.5760348190087825,211.22283693097415
hbd,1.271049333998235,37.47484302701196,0.45978602999821305,37.55791782101733
lambda,0.697237578977365,33.537774091993924,0.5361325670091901,33.64540421101265
siod,1.7315279259928502,50.78494381401106,1.0202147100062575,49.576123759004986
lemon,0.9989837629836984,37.48964064201573,0.9796292489918415,32.05446779698832
viterbi,0.38463823599158786,3.23373769398313,0.28724670500378124,2.967404630006058
make_dparser,2.205617491999874,86.61812311899848,0.7468407460255548,83.83417310100049
oggenc,3.795376151014352,129.9867874890042,3.752865204005502,133.92006938697887
lua,2.8174091709952336,83.53730853198795,0.7058590590022504,81.60816791199613
spiff,0.8564297150005586,15.219685191987082,0.34530879301019013,13.724752609996358
hexxagon,0.7940989370108582,13.493036583007779,0.4812657099973876,12.87327594900853
lencod,11.740891634020954,476.19186275900574,2.854029269015882,473.3419328480086
