target,Original-1-thread,ABC-1-thread,Original-12-threads,ABC-12-threads
Obsequi,1.0129743359866552,22.909303468011785,0.38462697400245816,21.31040613501682
clamscan,14.584576656023273,368.2221856089891,5.324612921016524,343.2327281689795
sqlite3,11.232327673002146,267.2164206400048,10.927647297998192,-1
aha,0.33387817998300306,2.453465936006978,0.3026658809976652,2.447269337979378
kc,8.729920365003636,732.3899842320243,3.2438159059965983,712.2512736830104
burg,1.2195951159810647,27.25920315698022,0.48967839698889293,26.1274897060066
treecc,1.675568740000017,58.75143222199404,0.5122330659942236,57.80046529500396
sgefa,0.5559818980109412,7.128528641012963,0.3838906369928736,6.758188859996153
SIBsim4,1.1210679340001661,-1,0.8014358209911734,-1
SPASS,9.614744886988774,360.8266180329956,1.9647848809836432,348.48084847899736
ldecod,5.110977701988304,219.16757446000702,1.4621817909937818,208.02373529502074
hbd,1.269920734979678,38.31770213600248,0.46114712199778296,37.34462587401504
lambda,0.6972963029984385,32.373062585975276,0.5413457149988972,32.2888020669925
siod,1.7331977320136502,51.052325492026284,1.0188298190187197,50.07754844400915
lemon,0.9996160670125391,-1,0.9811796630092431,33.349842474999605
viterbi,0.3852644950093236,2.93381907598814,0.28084380700602196,2.984773789998144
make_dparser,2.2068647970154416,84.95825205699657,0.8168003569880966,81.48443867999595
oggenc,3.790715737006394,130.2844878199976,3.791223242005799,129.2475989709783
lua,2.8171820749994367,83.98363913499634,0.7400563590053935,79.96560063000652
spiff,0.8576788229984231,14.623773985978914,0.3543253350071609,14.574218822002877
hexxagon,0.7948960840003565,13.231036398996366,0.43839585199020803,13.009073289984372
lencod,11.837234714999795,-1,2.797492744983174,471.65503133201855
